KEY,doc,raw_doc_tu
9149_0,거품이 부드럽고,거품 부드럽
9149_1,목삼킴이 부드럽다,목 삼키 부드럽
9150,가장 익숙해서,익숙
9152_0,맛이 맑고,맛
9152_1,부드럽다,부드럽
9154,거품이 맛있음,거품 맛있
9155,맛이 시원해서,맛 시원
9156,쿨하고시원시원해서 ,쿠
9157_0,맥주가 구수하다,맥주 구수
9157_1,맛이 깊고,맛
9157_2,보통맥주보다,보통 맥주
9157_3,맛이 깊다,맛
9158,목넘김이 부드럽다,목 넘기 부드럽
9159_0,제 입맛에 맞고,입맛
9159_1,tv광고도 많이해서,광고
9160,맛있으니깐,맛있
9162,맛있어서,맛있
9163,자주 접했던 맥주이기때문,접하 맥주 때문
9164,자주 즐겨마셔서,즐기 마시
9165,부드러운 맥주,부드럽 맥주
9166,오래동안 좋아했음요,동안 좋아하
9167,흑맥주 깊은맛,흑 맥주 맛
9168_0,맛이 깔끔하다,맛 깔끔
9168_1,고급스럽다,고급
9169,대부분 술집에가서 맥주를 마실때 한국맥주로 카스 또는 하이트를 만히 판매를 하는데 하이트는 끝맛이 조금 부드럽고카스는 톡쏘는게 맥주마시는 기분이 많이 들어서 카스를 찾음,대부분 술집 맥주 마실 때 한국 맥주 카스 하이트 판매 하이트 끝 맛 부드럽 맥주 마시 기분 카스
9170,부드럽다,부드럽
9171_0,입맛에 맞다보니 맥주하면 카스가 떠오르고,입맛 맥주 카스 떠오르
9171_1,그래서 카스 상표도 좋은것 같습니다,카스 상표 것
9172,깔끔함,깔끔
9173_0,자극적이지 않고,자극
9173_1,무난한 맛이 좋아서,무난 맛
9174_0,신선하다,신선
9174_1,레몬에 먹으면,레몬
9175,청량함,청량
9176,다른것에 비해 깊은맛이 있다,것 비하 맛
9177,김연아,김연아
9178,필리핀에 다녀온 언니가 많이 좋아해서,필리핀 다녀오 언니 좋아하
9179,깔끔하다,깔끔
9180,맛이좋다,맛
9181_0,국산 브랜드이고,국산 브랜드
9181_1,국산 중에서 가장 맛이 진하고,국산 중 맛 진하
9181_2,깔끔하다,깔끔
9182,시원한 맛이 제일 좋다,시원 맛 제일
9183,맛있어서 ,맛있
9185_0,캔맥주는 모르겠는데 생으로 마셨을 때는 와 맥주맛이 이렇게 다를 수 있구나 하는 느낌이 들었음 거품이 정말 풍부하고,캔 맥주 모르 마시 때 맥주 맛 이렇 다르 수 느낌 거품 풍부
9185_1,맛있음 그런데 방사능이 첨가 됐다고,맛있 방사능 첨가
9186,입맛에 맞다,입맛
9187,맛이 부드러우면서 깔끔하다,맛 부드럽 깔끔
9188,맛나서,맛나
9189,맛있음,맛있
9190_0,제일 처음 접한 맥주라서 그런지 지금까지도 입맛에 맞는거 같다,제일 처음 접하 맥주 그렇 지금 입맛 거
9190_1,딱히 특별한 이유는 없는거 같다,특별 이유 거
9191,맛있다,맛있
9192,깔끔한 맛,깔끔 맛
9193_0,맛이좋고,맛
9193_1,부드럽고,부드럽
9193_2,시원함,시원
9194,고급스럽다,고급
9195,시원함,시원
9196,대중적이어서,대중
9197,카스의 시원한 맛과 목을 넘어가는 느낌이 좋음,카스 시원 맛 목 넘어가 느낌
9198_1,가볍게 먹기 좋음,가볍
9199_0,부드럽고,부드럽
9199_1,목넘김이 좋아서,목 넘기
9200,맥스광고가 마음에 들어 사먹었는데 괜찮아서 마트 가면 그냥 손이 가더라구요,맥스 광고 마음 사 괜찮 마트 손
9201,맛이좋다,맛
9203,맛,맛
9204,순하면서 부드러운 맛이 좋아서,순하 부드럽 맛
9205,가장 자주 눈에 보이는 상표이기 때문에 눈에 익어서,눈 보이 상표 때문 눈
9206,저칼로리여서,칼로리
9207_0,OB골든라거 술 자체가 맛있어서 좋고,골든 라거 술 자체 맛있
9207_1,황금색에 눈에 띄어서 보기 좋음,황금색 눈
9208,맛이 깔끔해서,맛 깔끔
9209,맥주맛,맥주 맛
9210_0,친근하고,친근
9210_1,마트에 가면 늘 눈에 잘 띄어서,마트 눈
9211_0,익숙하고,익숙
9211_1,자주 먹어서입맛에 맞음,입맛
9212_0,시원하고,시원
9212_1,맛이 괜찮음,맛 괜찮
9213,캔맥주가 맛있다,캔 맥주 맛있
9214,그냥 눈에 띄어서,눈
9215,색깔이 마음에 들어서,색깔 마음
9216,맛이 깔끔하다,맛 깔끔
9217,목넘김이 좋다,목 넘기
9218,맛있음 쓴 맛이 덜 나는 느낌 안주랑 먹기 좋음,맛있 맛 나 느낌 안주
9219,먹어보니 맛있어서,맛있
9220,입에 맞음 부드러운 목넘김,입 부드럽 목 넘기
9221_0,대중적이고,대중
9221_1,진한 맛이 좋아서,진하 맛
9223_0,카스는 시원한 맛이 살아있고,카스 시원 맛
9223_1,국내맥주라서 좋다,국내 맥주
9224,맛있어서 맛이 청량함,맛있 맛 청량
9225,진한 맛 때문에 좋아한다,진하 맛 때문 좋아하
9226_0,시원하고,시원
9226_1,깔끔함,깔끔
9227,목넘김이 좋음,목 넘기
9228,잘 알려진 상표라 ,알리 상표
9229_0,저렴한 가격에 비해 외국 맥주에 뒤지지 않은 맛을 가지고,저렴 가격 비하 외국 맥주 뒤지 맛 가지
9230_0,시원하고,시원
9230_1,강력한 탄산,강력 탄산
9231_0,목넘김이 좋다,목 넘기
9231_1,맛이 부드럽다,맛 부드럽
9232,레몬을 뙇 넣어서 마시면 상큼상큼상큼,레몬 마시 상큼 상큼 상큼
9233,맛잇음 톡쏘는맛하고내입맛에딱임,맛 맛 내 입맛
9234,대중적이여서 가장 접근성이 좋다,대중 접근
9235_0,흔히 볼수 있고,수
9235_1,자주 먹는 맥주이다,맥주
9236,입맛에맞아서,입맛
9237,맥주 마신후 의성어,맥주 마시 후 의성어
9238_0,쉽게 구매할 수 있다,구매 수
9238_1,접근성이 쉽다,접근
9239_0,부담없고,부담
9239_1,친근,친근
9240,호가든만의 독특한 맛과 향이 좋다,호가든 독특 맛 향
9241,정통 흑맥주라서 좋아함,정통 흑 맥주 좋아하
9242,입맛에 맞아서,입맛
9243_0,깔끔하고,깔끔
9243_1,시원함,시원
9245,맥주 넘김이 부드러워서,맥주 넘기 부드럽
9246,맛있다,맛있
9247,버드와이저는 국내에서 제조하여 판매하지만 국내 하이트 카스 등과는 맛이 조금 더 풍부합니다,버드와이저 국내 제조 판매 국내 하이트 카스 등 맛 풍부
9248,맛이 좋아서,맛
9249,대중적이어서,대중
9250,맛있음 밀맥주맛,맛있 밀 맥주 맛
9251_0,맛이 상콤하고,맛
9251_1,부드럽다,부드럽
9252_0,뒷맛이 깔끔하고,뒷맛 깔끔
9252_1,부드러움,부드럽
9253,진짜 보리로 만든다는 느낌의 색갈이 상표 이름에 들어가있어서,보리 만들 느낌 색갈 상표 이름 들어가
9254,맛이 좋아서,맛
9255,맛이 부드러우면서도 깊이가 있다,맛 부드럽 깊이
9256,세련되 보여,세련 되 보이
9257,맛과 향이 좋아서,맛 향
9258,맥주가 맛있어서,맥주 맛있
9259,맥주의 향이 맘에듭니다,맥주 향 맘 에드
9260_0,제일 잘 넘어가고,제일 넘어가
9260_1,맛도 좋다,맛
9261_0,맛이 좋고,맛
9261_1,가격도 괜찮으며 구매하기 좋기때문에 광고의 분위기도 밝고,가격 괜찮 구매 때문 광고 분위기
9262,톡쏘는 맛이 일품,맛 일품
9263_0,거품이 풍부해서 식감이 좋고,거품 풍부 식 감
9263_1,맛 또한 다른 맥주들과 차별적인 맛이 나서,맛 맥주 차별 맛 나서
9264,신랑이 좋아해서,신랑 좋아하
9265,강하지 않은 맛 순한편,강하 맛 순 한편
9266,하이네켄다크를 좋아하는데 흑맥주중에 맛이 가장 좋다,하이네켄 다크 좋아하 흑 맥주 중 맛
9267,깔끔함 산뜻함 김연아,깔끔 산뜻 김연아
9268,목넘김향,목 넘기 향
9269,비린내없음 청량감 상표이쁨 목넘김부드러움,비린내 청량감 상표 이쁘 목 넘기 부드럽
9270,맛이 부드럽다,맛 부드럽
9271,맛이 제일 맛있다,맛 제일 맛있
9272,맛이 좋아서,맛
9273_0,깔끔하고,깔끔
9273_1,시원해보이는 디자인때문에,시원 보이 디자인 때문
9274_0,맛이 시원하고,맛 시원
9275_0,라이트라서 칼로리가 낮고,라이트 칼로리
9275_1,제 입맛에 젤로 맞아요 톡쏘고,입맛 젤로
9275_2,고소하고,고소
9275_3,시원하고,시원
9275_4,개운합니다,개운
9276_0,칼로리가 낮다고,칼로리
9276_1,광고해서,광고
9277,목넘김이 부드럽다,목 넘기 부드럽
9278,맛있어서,맛있
9279,개인적으로 제일 맛있는 것 같다,개인 제일 맛있 것
9280_0,맛이 부드럽고,맛 부드럽
9280_1,나의 입맛에 잘맞다,나 입맛
9281,맥주값은 맛,맥주 값 맛
9282,맛이 젤 나음,맛 젤
9283,그냥 오래전부터 먹던 술이다,오래전 술
9284,맛있어서,맛있
9285_0,깊은 맛이 나고,맛
9285_1,목넘김이 부드러움,목 넘기 부드럽
9286_0,부드럽다,부드럽
9286_1,깔끔하다,깔끔
9287_0,라거향이 풍부하고,라거 향 풍부
9287_1,맛이 진하면서 부드러워서,맛 진하 부드럽
9288_0,깔끔하고,깔끔
9288_1,시원한맛이 좋아서,시원 맛
9289_0,맛이 부드럽고,맛 부드럽
9289_1,강하지 않다,강하
9290_0,처음 나왔을 때 먹어봤는데 맛이 좋아서 주변사람에게 칭찬할 정도로 매번 오비골든라거만 먹었다,처음 나오 때 맛 주변 사람 칭찬 정도 오비 골든 라거
9290_1,선호하는 맛이다,선호 맛
9291_0,진하고,진하
9291_1,깊은 맛이 있음 물맛이 안나서 좋다,맛 물 맛 나서
9292,맛이 깔끔하다,맛 깔끔
9293_0,다른 맥주보다,맥주
9293_1,맛있다,맛있
9294,다른 맥주에 비해서 목넘김이 좋은 것 같다,맥주 비하 목 넘기 것
9295,맛이 좋다,맛
9296_0,맛이깔끔하고,맛 깔끔
9296_1,맛있고,맛있
9296_2,이미지가 좋아서,이미지
9297_0,텁텁한 뒷맛이 남지않고,텁텁 뒷맛
9297_1,깔끔하다,깔끔
9298,맛이 제일 좋아서,맛 제일
9299,한번 먹다보니 자꾸 먹게된다,번
9300,톡쏘는 청량감과 구순한 맛이 일품,청량감 순 맛 일품
9301_0,맛이 부드럽고,맛 부드럽
9301_1,고소하며 보리 태운맛이 없어 깔끔함,고소 보리 태운 맛 깔끔
9302,맛이 깔끔함,맛 깔끔
9303,카피가 맘에 들어서 남자의 맥주 카스,카피 맘 남자 맥주 카스
9304_0,다른브랜드보다,브랜드
9304_1,탄산이 많이없고,탄산
9304_2,보리맛도 강하지 않다,보리 맛 강하
9305,톡쏘는 맛이 맘에 들어서,맛 맘
9306_0,너무 부드럽고,부드럽
9306_1,맛있다,맛있
9306_2,잘들어간다,들어가
9307_0,국산주류 제품중 가장 대중적이고,국산 주류 제품 중 대중
9307_1,쉽게 접할수있다,접하 수
9308_0,기본부터 눈에 익은 상표이며 산뜻하고,기본 눈 상표 산뜻
9308_1,세련된느낌이라 좋아한다,세련 느낌 좋아하
9309_0,목넘김이 좋다,목 넘기
9309_1,쉬원하다,원하
9310,맛잇어서,맛
9311,깔끔함,깔끔
9312,맛있다,맛있
9313,그냥 제일 많이 먹어봐서,제일
9314_0,마시고,마시
9315,다른 맥주와 다르게 과일향이 나는 독특한 맛이 있어서,맥주 다르 과일 향 나 독특 맛
9316_0,맥주의 맛이 입에 맞고,맥주 맛 입
9316_1,가격도 적당하다,가격 적당
9317_0,카스 맥주를 좋아하고,카스 맥주 좋아하
9317_1,즐겨 마시기 때문에 더 친밀감이 간다,즐기 마시 때문 친밀감
9318_0,이름 자체가 시원한 느낌이든다,이름 자체 시원 느낌
9318_1,촌스럽지 않고,촌
9318_2,도시적인 느낌이 들어 좋다,도시 느낌
9319,맥주가 맛있으니까 자연히 상표도 좋아진다,맥주 맛있 상표
9320,맛이 좋아서,맛
9321,끝 맛이 깔끔해서,끝 맛 깔끔
9322_0,친구들이 자주 추천하고,친구 추천
9322_1,맛이 더 시원하다,맛 시원
9323_0,상표를 보기만해도 마쉬고,상표
9323_1,싶은 충동이 들었기 때문에,충동 때문
9324,마셨을때 맛이 부드러워서,마시 때 맛 부드럽
9325_0,맛이시원하고깔끔합니다,맛 이시원 하고 깔끔
9325_1,목넘김도좋구 냄새두좋아요,목 넘기 냄새
9326,아사히는 맥주 맛이 진하면서 부드러워 즐겨 마신다,아사히 맥주 맛 진하 부드럽 즐기 마시
9327_0,호가든의 독특한 향이 첫째로 좋고,호가든 독특 향 첫째
9327_1,부드러운 목넘김이 좋아서 또한 컵에 제대로 따랐을때 나오는 크리미한 거품도 좋아서,부드럽 목 넘기 컵 따르 때 나오 크리미 거품
9328,톡쏘는 짜릿함과 시원함,짜릿 시원
9329,깔끔한 느낌,깔끔 느낌
9330,풍부한 거품과 진한 흑맥주의 쌉싸름한 맛,풍부 거품 진하 흑 맥주 맛
9331_0,뒷맛이 깔끔하고,뒷맛 깔끔
9331_1,깨끗한 느낌이 들어서 좋다,깨끗 느낌
9331_2,맥주의 풍부한 향이 느껴지는 것 같아 좋고,맥주 풍부 향 느끼 것
9331_3,어디서나 쉽게 구입할수 있는 점도 좋다,어디 구입 수 점
9332,적절한 가격과 맛,적절 가격 맛
9333,톡쏘는맛이 좋아서,맛
9334_0,칼로리도 낮고,칼로리
9334_1,목넘김도 부드러워서요,목 넘기 부드럽
9335_0,깔끔하고,깔끔
9335_1,깨끗하다는 이미지가 있고,깨끗 이미지
9335_2,제일 맛이 깔끔하고,제일 맛 깔끔
9335_3,강하지 않다,강하
9336,신선하다,신선
9337,무난한 맛 라이트라는 장점,무난 맛 라이트 장점
9338_0,맥주가 부드럽고,맥주 부드럽
9338_1,목에서 넘어갈 때 느낌이 좋음,목 넘어가 때 느낌
9339,맛있음,맛있
9340_0,가격대가 저렴하고,가격 저렴
9340_1,도수가 낮은 것 같다,도수 것
9341_0,맛이 좋다,맛
9341_1,탄산과 알콜 도수도 적당함,탄산 알콜 도수 적당
9342,모두가 항상 마시니깐습관적으로 마심 그러나 가끔 다른친구들이 d나 오비 등을 주문해 줘서 먹을때 맛있게 먹은 기억이있음맥주 전문점에서는 수입 맥주를 자주 시키지만 회식이나 직원들과 밥을 먹을땐 주로 카스를 먹게됨,모두 마시 습관 마시 친구 오비 등 주문 때 맛있 기억 맥주 전문점 수입 맥주 시키 회식 직원 밥 때 카스
9343_0,부드럽고,부드럽
9343_1,고급스러운 느낌,고급 느낌
9344_0,그냥 평범하고,평범
9344_1,괜찮아서,괜찮
9345,풍부한 맛과 부드러운 거품,풍부 맛 부드럽 거품
9346_0,맛있고,맛있
9346_1,다양한맛이 나와서,다양 맛 나오
9347,오랫동안 보았던 대중성,오랫동안 대중
9348_0,친근하고,친근
9348_1,많은 사람이 음용하고,사람 음
9349_0,역동적이고,역동
9349_1,활동적으로 보여서,활동
9350_0,저렴하면서 탄산이 강하지 않고,저렴 탄산 강하
9350_1,목넘김이 괜찮다,목 넘기 괜찮
9351,친숙하고맛도 좋다,친숙 맛
9352,레몬때문에 상큼한느낌,레몬 때문 상큼 느낌
9353_0,담백하고,담백
9353_1,구수한맛이 나서,구수 맛 나서
9354_0,맛이깔끔하다,맛 깔끔
9354_1,상표를 좋아하는것은 아니다,상표 좋아하 것
9355,단골술집에서 자주 먹던 상표기때문에 좋아하게 되었다,단골 술집 상표 때문 좋아하
9356,쓴맛이 덜해서,쓴맛 덜하
9357,목넘김이 부드러움,목 넘기 부드럽
9358_0,맥주거품이 풍부하고,맥주 거품 풍부
9358_1,다른 맥주보다,맥주
9358_2,부드러운것 같습니다,부드럽 것
9358_3,또 목넘김이 좋아서 비어마켓을 가면 한번쯤 먹는 맥주입니다,목 넘기 비어 마켓 번 쯤 맥주
9359,맛이 깊다,맛
9360,자주마셔서,마시
9361,맛이 진하다,맛 진하
9362,국내 맥주중 가장 괜찮아서,국내 맥주 중 괜찮
9363,맛이 좋아서,맛
9364_0,가장 많이 마시고,마시
9364_1,맛이 좋음,맛
9365_0,다른 맥주와는 다르게 칼로리가 33낮다고,맥주 다르 칼로리
9367,맛잇어요 목넘김이좋아요,맛 목 넘기
9368,맛있어서 깊은 맛,맛있 맛
9369,깔끔톡쏘는,끔
9370,맛이 깔끔하다,맛 깔끔
9371,술을 잘 못해서그나마 먹는게 그거임,술 그것
9372_0,가격이 적당하고,가격 적당
9372_1,맛이 좋아서,맛
9373,맛,맛
9374_0,시원하고,시원
9374_1,부드러운맛이 동시에 있어서  여름에 갈증해소에 좋고,부드럽 맛 동시 여름 갈증 해소
9374_2,일하고,일
9374_3,나서 깔끔하게 마실수 있어서 좋음,나서 깔끔 마시 수
9375_0,우선 예전부터 집에서나 밖에서나 많이 먹었다,예전 집 밖
9375_1,인지도 때문이라고,인지 때문
9375_3,내가 전공이 식품공학과라서 하이트맥주 공장을 직접 방문한 적도 있고,내 전공 식품 공학 하이트맥주 공장 방문 적
9375_4,생산공정을 직접봤다,생산 공정
9375_5,그래서 더 신뢰하고,신뢰
9375_6,먹는것 같다,것
9375_8,좋아하는 이유는 맛에 길들여졌다고,좋아하 이유 맛 길들이
9375_9,하는게 맛는것 같다,맛 것
9375_10,자주먹게 되는 술 항상먹게 되는 술을 찾게된다,술 술
9376,맛이 좋아서,맛
9377,깔끔한 맛,깔끔 맛
9378,목넘김이부드럽다,목 넘기 부드럽
9379,대중적으로 쉽게 구입할 수 있는 맥주중 가장 맛있다,대중 구입 수 맥주 중 맛있
9380,깊은 맛,맛
9382,부드러움,부드럽
9383,맛,맛
9384,맛이 제일 좋아요,맛 제일
9385,살이 그나마 안찐다,살
9386_0,맛이 달고,맛
9386_1,목넘김이 좋아서,목 넘기
9387_0,대중적이고,대중
9387_1,가격도 적당해서,가격 적당
9388,부드러운 목넘김,부드럽 목 넘기
9389,시원함 거품,시원 거품
9390_0,목넘김이 깔끔하다,목 넘기 깔끔
9390_1,부드러움,부드럽
9391,아사히 맥주맛이 좋아서,아사히 맥주 맛
9392_0,칼로리가 낮고,칼로리
9392_1,그렇다고,그렇
9392_2,해서 맛이 떨어지지도 않고,맛 떨어지
9392_3,여자들이 마시기에 좋은 맥주라서,여자 마시 맥주
9393_0,상표도맘에들고,상표 도 맘
9393_1,일단은 목넘김이 좋아서 즐겨마셔요,목 넘기 즐기 마시
9394,시원함,시원
9395,목넘김이 좋아서,목 넘기
9396,이름자체에서도 청량감이 느껴져서,이름 자체 청량감 느끼
9397,흔히 마셔서 자주 마심,마시 마시
9398_0,맛이 청량하고,맛 청량
9398_1,뒷맛이 깔끔하다,뒷맛 깔끔
9399,맛,맛
9400_0,흑맥주는 이게 제일 맛있다,흑 맥주 제일 맛있
9400_1,목넘김이 좋음,목 넘기
9401,맛이좋아서,맛
9402,맛있어서,맛있
9403_0,카스광고가 매우 신나고,카스 광고 신나
9403_1,세련되게 잘 만들어 져서 좋아합니다,세련 만들 좋아하
9403_2,내용이 상쾌하고,내용 상쾌
9403_3,멋집니다,멋지
9404,부드러움  보리,부드럽 보리
9405_0,맛이 너무 좋다,맛
9405_1,뒷맛이 많이 씁쓸하지도 않으면서 좋다,뒷맛 씁쓸
9406,향,향
9407,밖에서 먹을 때 모양이 예쁘다,밖 때 모양 예쁘
9408_0,맥주 맛이 좋고,맥주 맛
9408_1,인지도도 높다,인지도
9409_0,깔끔하고,깔끔
9409_1,시원한 맛,시원 맛
9410_0,개인적인 취향이지만 일단 맛과 목넘김이 좋다,개인 취향 맛 목 넘기
9410_1,향이 좋고,향
9410_2,마시고,마시
9410_3,나면 부드러운 느낌이 있다,부드럽 느낌
9411,톡쏘는 맛과 목넘김이 좋다 ,맛 목 넘기
9412,좋아하는 맛이라서,좋아하 맛
9413,벨지움 화이트비어가 좋다,벨지움 화이트 비어
9414_0,맛이 담백하다,맛 담백
9414_1,칼로리가 적다,칼로리
9415_0,거품이 부드럽고,거품 부드럽
9415_1,맛이 깊다,맛
9416,완전 맛있으니깐요 ,완전 맛있
9417,톡쏘는맛이 좋아서,맛
9418_0,목넘김이 부드럽고,목 넘기 부드럽
9418_1,거품이 풍부해서,거품 풍부
9419,맛있다,맛있
9420,깔끔한 맛이 젤 좋아요,깔끔 맛 젤
9421_0,병과 캔 색깔과초록색 상표 디자인이 마음에 들고,병 색깔 과 초록색 상표 디자인 마음
9421_1,거기다가 맛도 가장 맛있어서 선호합니다,거기 맛 맛있 선호
9422,부드러운 흑맥주,부드럽 흑 맥주
9423,거친 맛과 분위기,거치 맛 분위기
9425,레몬을 곁들여 먹으면 맛있다,레몬 곁들이 맛있
9426,가족이 좋아하는 맥주상표 이름이라서이다,가족 좋아하 맥주 상표 이름
9427,부드러운 맛 라임과 함께 즐기는 색다른 즐거움 이국적인 이미지,부드럽 맛 라임 즐기 색다르 즐거움 이국 이미지
9428,맥주맛이 신선하다,맥주 맛 신선
9429,상표가 예뻐서,상표 예쁘
9430,마크의 형상이 마음에 들어서,마크 형상 마음
9431,맥주 회사로서 전통이 있어서 맛과 품질에 대해서 신뢰가 가기 때문에,맥주 회사 전통 맛 품질 대하 신뢰 때문
9432,일반적인 맥주와 다른 독특한 향과 맛 산미구엘 특유의 맛이 존재하기 때문,일반 맥주 독특 향 맛 산미구엘 특유 맛 존재 때문
9433,상표 디자인이 깔끔해서 맛도 깔끔하게 느껴진다,상표 디자인 깔끔 맛 깔끔 느끼
9434_0,톡쏘는 시원한 맛 때문 입니다,시원 맛 때문
9434_1,가격적인 부분에서도 수입맥주에 비해 대중적이면서 쉽게 사먹을 수 있습니다,가격 부분 수입 맥주 비하 대중 사 수
9435,거품이 풍부한 흰 맥주 좋아함,거품 풍부 맥주 좋아하
9436_0,끝맛이부드럽고,끝 맛 부드럽
9436_1,목넘김이좋다,목 넘기
9437_0,기본적으로 쉽게 구할 수 있고,기본 구하 수
9437_1,흔하게 마실 수 있기도 하며 가격대도 큰 부담이 없기 때문이다,흔하 마시 수 가격 부담 때문
9438_0,레몬의 첨가로 텁텁한 맛이 적고,레몬 첨가 텁텁 맛
9438_1,상큼하면서 맥주느낌이 없어서 좋다,상큼 맥주 느낌
9438_2,탄산이 더 센듯한 느낌,탄산 듯 느낌
9439_0,맛이 깔끔하고,맛 깔끔
9439_1,쓰지않으며 개인적인 성향이지만 다른맥주보다,개인 성향 맥주
9439_2,취하지않고,취하
9439_3,기분 좋게 마실수 있어서 한국맥주이여서,기분 마시 수 한국 맥주
9440_0,톡쏘는 맛이 좋다,맛
9440_1,예전부터 먹었다,예전
9440_2,친숙하다,친숙
9441,레몬향이 매우 미세하게 나지만 다른 맥주와는 달리 과일향이 나서 좋다,레몬 향 미세 맥주 과일 향 나서
9442_0,병이 예쁘고,병 예쁘
9442_1,맛있어서,맛있
9443_0,맛이 풍부하고,맛 풍부
9443_1,목넘김이 좋다,목 넘기
9444_0,마셔보면 느낌이 다른맥주에 비해서 편했어요 목으로 넘어가는 느낌이 그리고,마시 느낌 맥주 비하 편하 목 넘어가 느낌
9444_1,삿포로는 왠지 캔맥주로 마실때 최고로 맛있다,삿포로 캔 맥주 마실 때 최고 맛있
9444_2,느껴지는 그런 느낌이 있습니다,느끼 느낌
9445_0,다른맥주들보다,맥주
9445_1,탄산이 덜 심해서,탄산 심하
9446,보리맥주 구수할것 같은 이미지,보리 맥주 구수 것 이미지
9447,부드러운 맛이 좋아서,부드럽 맛
9448_0,탄산의 느낌이 가장 강하게 느껴져서요 갈증이 풀리는 느낌이 다른 맥주들보다,탄산 느낌 강하 느끼 갈증 풀리 느낌 맥주
9449_0,마셨을때 부드럽고,마시 때 부드럽
9449_1,거품이 신선해보였다,거품 신선 보이
9450,맛이 좋다,맛
9451,젊음이 느껴진다,젊음 느끼
9452,맛이진함,맛 진하
9453,순수 보리맥주로 목넘김이 좋다,순수 보리 맥주 목 넘기
9454_0,마치 달콤한 과일주스 같고,달콤 과일 주스
9454_1,알콜의 느낌이 강하지 않다,알콜 느낌 강하
9455_0,시원하면서 깔끔하고,시원 깔끔
9455_1,맛있기때문에,맛있 때문
9456,구미에 당겨서,구미 당기
9457,밀맥주 맛있음,밀 맥주 맛있
9458,맛 국산 맥주중 가장 뛰어난 맛,맛 국산 맥주 중 뛰어나 맛
9459_0,부드럽고,부드럽
9459_1,목넘김이 좋다,목 넘기
9460_0,톡 쏘는 맛과 풍미가 다른 맥주보다,맛 풍미 맥주
9460_2,맥주의 효모 함유가 다른 맥주보다,맥주 효모 함유 맥주
9460_5,깔끔한 뒷맛이 있다,깔끔 뒷맛
9461,맥주맛이 독특하면서도 향이 좋아서,맥주 맛 독특 향
9462,목넘김이 깔끔해서 좋다,목 넘기 깔끔
9463,호가든만의 특이한 맛때문에,호가든 특이 맛 때문
9464_0,맛고,맛
9464_1,향이 특이하고,향 특이
9464_2,다른 맥주와는 다른 느낌이다,맥주 느낌
9465,평균적인 약점없는맛,평균 약점 맛
9466,거품이 고소하며 맛에 깊이가 있다,거품 고소 맛 깊이
9467_0,맛있다,맛있
9467_1,원래 레몬을 좋아하는데 레몬을 넣어서 먹으면 상큼하고,원래 레몬 좋아하 레몬 상큼
9467_2,시원한 맛이 나고,시원 맛
9467_3,어떤 음식이랑도 잘 어울린다,음식 어울리
9468,맛이 좋아서,맛
9469,좋아하는맛이다,좋아하 맛
9470,깔금한맛과 홉 본연의 맛이 좋아서,금하 맛 홉 본연 맛
9471_0,향이좋고,향
9471_1,부드러움 목넘김이 좋아요,부드럽 목 넘기
9472_0,새로운 공법과 신선한 맛 그리고,새롭 공법 신선 맛
9472_1,눈에 띠는 광고,눈 광고
9473,싸이의 광고가 마음에 들어서 왠지 그냥 좋다,이 광고 마음
9474,내입맛에 맞아서,내 입맛
9475,맥주의 탄산이 적음,맥주 탄산
9476,맛있어서,맛있
9477_0,부드럽고,부드럽
9477_1,향이 좋음,향
9478,맥주맛이 좋아서 디자인도 이쁘다,맥주 맛 디자인 이쁘
9479,부드러워서,부드럽
9480,시원함,시원
9481,영국에서 처음 맛 본 맥주로 특유의 쓴 맛과 거품을 즐기는 맛이 좋음,영국 처음 맛 맥주 특유 맛 거품 즐기 맛
9482_0,병 사이즈가 여타의 맥주랑 달르게 앙증맞고,병 사이즈 여타 맥주 달 르 게 앙증맞
9482_1,귀여운 크기여서,귀엽 크기
9483,보편적인 맛,보편 맛
9484_0,특유의 향이 있고,특유 향
9484_1,맛이 진하다,맛 진하
9485,다이어트,다이어트
9486,엔젤링,엔젤 링
9487,처음맥주 먹을때 먹어봤음,처음 맥주 때
9488,맛이좋다,맛
9489,국산맥주중에서 제일 맛이 좋습니다,국산 맥주 중 제일 맛
9490,김연아 광고때문에,김연아 광고 때문
9491,거품맛이 색다르다,거품 맛 색다르
9492,깔끔하면서 상큼한 느낌,깔끔 상큼 느낌
9493,시원한 맛이 강해서,시원 맛 강하
9494,부모님이 좋아하셔셔 함께 즐기다보니 카스를 좋아하게됬습니다,부모 하 즐기 카스
9495,목넘김이 부드러워서,목 넘기 부드럽
9496_0,맛 그리고,맛
9496_1,상대적으로 낮은 알콜도수,상대 알콜 도수
9497,청량함,청량
9498,시원한 맛과 비릿한맛이덜하다,시원 맛 비릿 맛 덜하
9499_0,향이 좋고,향
9499_1,맛도 색다른것 같다,맛 색다르 것
9500,가볍게 먹기 좋아서,가볍
9501,맥주먹을때 넣어주는 레몬 파란색의 특이한 병,맥주 때 레몬 파란색 특이 병
9502,맛이 좋으면서 가격이 저렴하다,맛 가격 저렴
9503_0,달콤하고,달콤
9503_1,향이 좋고,향
9503_2,부드러워서,부드럽
9504_0,톡 쏘는 맛이 덜하고,맛 덜하
9504_1,국산 맥주 중에 가장 맛있음,국산 맥주 중 맛있
9505_0,맛이좋고,맛
9505_1,부드럽다,부드럽
9506_0,호가든 맥주는 맛이 풍부하고,호가든 맥주 맛 풍부
